institutionCode,collectionCode,datasetName,basisOfRecord,individualCount,occurrenceStatus,occurrenceRemarks,year,month,day,countryCode,stateProvince,county,locality,,,,,,,,identificationID,issue,mediaType,species,country
WFVZ,Eggs,WFVZ Bird Collections,PRESERVED_SPECIMEN,,PRESENT,Additional data on card.,1940,3,3,US,North Carolina,Cumberland,,,,,,,,,,,,Scolopax minor,
ROM,Birds,Ornithology Collection Non Passeriformes - Royal Ontario Museum,PRESERVED_SPECIMEN,,PRESENT,,1940,5,10,CA,Ontario,York RM,Elgin Mills, Richmond Hill,,,,,,,,COORDINATE_REPROJECTED,,Scolopax minor,CAN
ROM,Birds,Ornithology Collection Non Passeriformes - Royal Ontario Museum,PRESERVED_SPECIMEN,,PRESENT,,1940,7,19,CA,Ontario,Parry Sound District,Pickerel Lake, E of Burk's Falls,,,,,,,,,,Scolopax minor,CAN
BCPM,Royal British Columbia Museum,Royal British Columbia Museum,UNKNOWN,,PRESENT,,1940,10,19,CA,Ontario,,Ottawa, Ontario,,,,,,,,BASIS_OF_RECORD_INVALID;COUNTRY_COORDINATE_MISMATCH;GEODETIC_DATUM_ASSUMED_WGS84;ZERO_COORDINATE,,Scolopax minor,
CUMV,Bird,CUMV Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,1940,3,30,US,Pennsylvania,Montgomery,North Wales, Stump Road, 1 mile E Horsham Road,,,,,,,,,Scolopax minor,
WFVZ,Bird,WFVZ Bird Collections,PRESERVED_SPECIMEN,,PRESENT,Not recorded,1940,11,1,US,Pennsylvania,Delaware,,,,,,,,,,,,Scolopax minor,
PMNS,BIRDS,Perot Museum of Nature and Science,PRESERVED_SPECIMEN,1,PRESENT,,1940,11,25,US,Texas,Dallas,White Rock Lake,,,,,,,,,,,Scolopax minor,
USNM,Birds,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1,PRESENT,,1940,7,18,ZZ,,,,,,,,,,,,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;CONTINENT_INVALID,,Scolopax minor,
UMMZ,birds,"University of Michigan Museum of Zoology, Division of Birds",PRESERVED_SPECIMEN,,PRESENT,Janet Hinshaw,1939,1,13,US,Florida,Citrus,Homosassa Swamp,,,,,,,,,COORDINATE_ROUNDED,,Scolopax minor,USA
UMMZ,birds,"University of Michigan Museum of Zoology, Division of Birds",PRESERVED_SPECIMEN,,PRESENT,Janet Hinshaw,1939,1,24,US,Georgia,Glynn,Brunswick,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
CHAS,Bird specimens,CHAS Ornithology (Arctos),PRESERVED_SPECIMEN,1,PRESENT,"INTERNAL NOTES: Record has been compared to Green Bound Bird Catalogue Book, Vol. 1-3. DATA HISTORY: Inventory catalogued/verified by C. Sferra (2008-2009). Date listed as entered in original FileMaker database: 1987-06-24.",1939,10,26,US,Illinois,Will County,Romeo,,,,,,,,,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,,Scolopax minor,USA
WFVZ,Eggs,WFVZ Bird Collections,PRESERVED_SPECIMEN,,PRESENT,Additional data on card.,1939,4,15,US,Illinois,Cook,,,,,,,,,,,,Scolopax minor,
SUI,VERT,SUI Vertebrate Collection,PRESERVED_SPECIMEN,,PRESENT,,1939,11,19,US,Iowa,Louisa,,,,,,,,,,,,Scolopax minor,USA
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,1939,11,8,US,Louisiana,East Baton Rouge Par,Baton Rouge,,,,,,,,,,,Scolopax minor,
USNM,Birds,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1,PRESENT,,1939,2,12,US,Maryland,,Bethesda,,,,,,,,,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,,Scolopax minor,
UMMZ,birds,"University of Michigan Museum of Zoology, Division of Birds",PRESERVED_SPECIMEN,,PRESENT,Janet Hinshaw,1939,10,15,US,Michigan,Antrim,Bellaire,,,,,,,,,COORDINATE_ROUNDED,,Scolopax minor,USA
UMMZ,birds,"University of Michigan Museum of Zoology, Division of Birds",PRESERVED_SPECIMEN,,PRESENT,Janet Hinshaw,1939,10,15,US,Michigan,Antrim,Bellaire,,,,,,,,,COORDINATE_ROUNDED,,Scolopax minor,USA
UMMZ,birds,"University of Michigan Museum of Zoology, Division of Birds",PRESERVED_SPECIMEN,,PRESENT,Janet Hinshaw,1939,10,15,US,Michigan,Antrim,Bellaire,,,,,,,,,COORDINATE_ROUNDED,,Scolopax minor,USA
YPM,VZ,"Vertebrate Zoology Division - Ornithology, Yale Peabody Museum",PRESERVED_SPECIMEN,1,PRESENT,ORN number 98192; female,1939,10,21,US,New Hampshire,Grafton County,,,,,,,,,,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
YPM,VZ,"Vertebrate Zoology Division - Ornithology, Yale Peabody Museum",PRESERVED_SPECIMEN,1,PRESENT,ORN number 98190; female,1939,10,21,US,New Hampshire,Grafton County,,,,,,,,,,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
YPM,VZ,"Vertebrate Zoology Division - Ornithology, Yale Peabody Museum",PRESERVED_SPECIMEN,1,PRESENT,ORN number 98189; male,1939,10,29,US,New Hampshire,Grafton County,,,,,,,,,,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
YPM,VZ,"Vertebrate Zoology Division - Ornithology, Yale Peabody Museum",PRESERVED_SPECIMEN,1,PRESENT,ORN number 98191; female,1939,10,21,US,New Hampshire,Grafton County,,,,,,,,,,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
USNM,Birds,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1,PRESENT,,1939,11,24,US,North Carolina,Hyde,Mattamaskeet Lake,,,,,,,,,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,,Scolopax minor,
CMNH,Birds,CMNH Birds Collection,PRESERVED_SPECIMEN,,PRESENT,,1939,3,18,US,Ohio,Cuyahoga,Richmond Heights,,,,,,,,,,,Scolopax minor,
CMNH,Birds,CMNH Birds Collection,PRESERVED_SPECIMEN,,PRESENT,,1939,4,21,US,Ohio,Lorain,Elyria,,,,,,,,,,,Scolopax minor,
"Ohio State University - Bird Division, Columbus, OH (OSUM)",Birds,Ohio State University Tetrapod Division - Bird Collection (OSUM),PRESERVED_SPECIMEN,1,PRESENT,,1939,5,13,US,Ohio,Franklin,University woodlot, Franklin, Ohio, USA,,,,,,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
CMN,CMNAV,Canadian Museum of Nature Bird Collection,PRESERVED_SPECIMEN,1,PRESENT,,1939,3,25,US,Ohio (State),Cuyahoga Co.,LOCNM: Cleveland,,,,,,,,,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
ROM,Birds,Ornithology Collection Non Passeriformes - Royal Ontario Museum,PRESERVED_SPECIMEN,,PRESENT,,1939,10,9,CA,Ontario,Leeds County,3 mi NW Athens,,,,,,,,,COORDINATE_REPROJECTED,,Scolopax minor,CAN
ROM,Birds,Ornithology Collection Non Passeriformes - Royal Ontario Museum,PRESERVED_SPECIMEN,,PRESENT,,1939,3,15,CA,Ontario,Toronto,Toronto, City Hall courtyard (Old City Hall),,,,,,,,,,Scolopax minor,CAN
ROM,Birds,Ornithology Collection Non Passeriformes - Royal Ontario Museum,PRESERVED_SPECIMEN,,PRESENT,,1939,4,11,CA,Ontario,Muskoka District,Foot's Bay,,,,,,,,,COORDINATE_REPROJECTED,,Scolopax minor,CAN
ROM,Birds,Ornithology Collection Non Passeriformes - Royal Ontario Museum,PRESERVED_SPECIMEN,,PRESENT,,1939,7,29,CA,Ontario,Muskoka District,Bala,,,,,,,,,COORDINATE_REPROJECTED,,Scolopax minor,CAN
ROM,Birds,Ornithology Collection Non Passeriformes - Royal Ontario Museum,PRESERVED_SPECIMEN,,PRESENT,,1939,8,7,CA,Ontario,Cochrane District,Onakawana,,,,,,,,,COORDINATE_REPROJECTED,,Scolopax minor,CAN
CMN,CMNAV,Canadian Museum of Nature Bird Collection,PRESERVED_SPECIMEN,1,PRESENT,Diet: crop filled with worms,1939,5,7,CA,Ontario (Prov.),Middlesex Co. (ON),1 mi W; LOCNM: London,,,,,,,,,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
UWBM,Bird,UWBM Ornithology Collection,PRESERVED_SPECIMEN,1,PRESENT,,1939,5,7,US,Pennsylvania,Centre,PENNSYLVANIA: Centre County; Barrens,,,,,,,,,COORDINATE_ROUNDED,,Scolopax minor,USA
WFVZ,Bird,WFVZ Bird Collections,PRESERVED_SPECIMEN,,PRESENT,Road kill.,1939,8,21,US,Pennsylvania,Delaware,,,,,,,,,,,,Scolopax minor,
WFVZ,Bird,WFVZ Bird Collections,PRESERVED_SPECIMEN,,PRESENT,Found dead on Glendale golf course by James Reed.,1939,12,12,US,Pennsylvania,Delaware,,,,,,,,,,,,Scolopax minor,
YPM,VZ,"Vertebrate Zoology Division - Ornithology, Yale Peabody Museum",PRESERVED_SPECIMEN,1,PRESENT,ORN number 1056; original catalog number 12304,1938,5,26,US,Connecticut,New Haven County,,,,,,,,,,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,1938,5,11,US,Illinois,Cook Co,Hazel Crest,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,1938,5,11,US,Illinois,Cook Co,Hazel Crest,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,1938,5,11,US,Illinois,Cook Co,Hazel Crest,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,1938,5,11,US,Illinois,Cook Co,Hazel Crest,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,1938,5,21,US,Indiana,La Porte Co,Smith, near,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
SUI,VERT,SUI Vertebrate Collection,PRESERVED_SPECIMEN,,PRESENT,,1938,10,30,US,Iowa,Louisa,,,,,,,,,,,,Scolopax minor,USA
SUI,VERT,SUI Vertebrate Collection,PRESERVED_SPECIMEN,,PRESENT,,1938,10,30,US,Iowa,Louisa,,,,,,,,,,,,Scolopax minor,USA
SUI,VERT,SUI Vertebrate Collection,PRESERVED_SPECIMEN,,PRESENT,,1938,10,30,US,Iowa,Louisa,,,,,,,,,,,,Scolopax minor,USA
KSTC,BirdsGeneral,Schmidt Museum of Natural History_Birds,PRESERVED_SPECIMEN,1,PRESENT,,1938,11,8,US,Kansas,,11th & Merchant, Emporia, Kans,,,,,,,,,Scolopax minor,
MVZ,Bird specimens,MVZ Bird Collection (Arctos),PRESERVED_SPECIMEN,1,PRESENT,KILLED BY CAT.,1938,6,17,US,Massachusetts,Worcester County,Harvard,,,,,,,,,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COORDINATE_REPROJECTED,,Scolopax minor,USA
UMMZ,birds,"University of Michigan Museum of Zoology, Division of Birds",PRESERVED_SPECIMEN,,PRESENT,Janet Hinshaw,1938,10,26,US,Michigan,Livingston,Portage Lake,,,,,,,,,COORDINATE_ROUNDED,,Scolopax minor,USA
UMMZ,birds,"University of Michigan Museum of Zoology, Division of Birds",PRESERVED_SPECIMEN,,PRESENT,Janet Hinshaw,1938,5,3,US,Michigan,Washtenaw,Ann Arbor,,,,,,,,,COORDINATE_ROUNDED,,Scolopax minor,USA
UMMZ,birds,"University of Michigan Museum of Zoology, Division of Birds",PRESERVED_SPECIMEN,,PRESENT,Janet Hinshaw,1938,10,17,US,Michigan,Calhoun,Battle Creek,,,,,,,,,COORDINATE_ROUNDED,,Scolopax minor,USA
ROM,Birds,Ornithology Collection Non Passeriformes - Royal Ontario Museum,PRESERVED_SPECIMEN,,PRESENT,,1938,10,29,CA,New Brunswick,Westmorland County,Petitcodiac,,,,,,,,,COORDINATE_ROUNDED,,Scolopax minor,CAN
NYSM,ZO,NYSM Birds,PRESERVED_SPECIMEN,1,PRESENT,,1938,5,12,US,New York,Albany,Bethlehem Twp. Delmar.,,,,,,,,,,,Scolopax minor,USA
NYSM,ZO,NYSM Birds,PRESERVED_SPECIMEN,1,PRESENT,,1938,10,8,US,New York,Lewis,Lowville Twp. 8 mi. S of Lowville.,,,,,,,,,,,Scolopax minor,USA
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,1938,10,29,CA,Nova Scotia,Kings Co,Wolfville, 10 mi S,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
ROM,Birds,Ornithology Collection Non Passeriformes - Royal Ontario Museum,PRESERVED_SPECIMEN,,PRESENT,,1938,11,4,CA,Nova Scotia,Annapolis County,Spa Springs,,,,,,,,,COORDINATE_ROUNDED,,Scolopax minor,CAN
ROM,Birds,Ornithology Collection Non Passeriformes - Royal Ontario Museum,PRESERVED_SPECIMEN,,PRESENT,,1938,11,4,CA,Nova Scotia,Annapolis County,Spa Springs,,,,,,,,,COORDINATE_ROUNDED,,Scolopax minor,CAN
ROM,Birds,Ornithology Collection Non Passeriformes - Royal Ontario Museum,PRESERVED_SPECIMEN,,PRESENT,,1938,11,4,CA,Nova Scotia,Annapolis County,Spa Springs,,,,,,,,,COORDINATE_ROUNDED,,Scolopax minor,CAN
ROM,Birds,Ornithology Collection Non Passeriformes - Royal Ontario Museum,PRESERVED_SPECIMEN,,PRESENT,,1938,11,4,CA,Nova Scotia,Annapolis County,Spa Springs,,,,,,,,,COORDINATE_ROUNDED,,Scolopax minor,CAN
ROM,Birds,Ornithology Collection Non Passeriformes - Royal Ontario Museum,PRESERVED_SPECIMEN,,PRESENT,,1938,11,4,CA,Nova Scotia,Annapolis County,Spa Springs,,,,,,,,,COORDINATE_ROUNDED,,Scolopax minor,CAN
CMNH,Birds,CMNH Birds Collection,PRESERVED_SPECIMEN,,PRESENT,,1938,3,28,US,Ohio,Cuyahoga,Cleveland, Terminal Tower,,,,,,,,,,Scolopax minor,
CMNH,Birds,CMNH Birds Collection,PRESERVED_SPECIMEN,,PRESENT,,1938,6,5,US,Ohio,Clermont,Union Twp.,,,,,,,,,,,Scolopax minor,
"Ohio State University - Bird Division, Columbus, OH (OSUM)",Birds,Ohio State University Tetrapod Division - Bird Collection (OSUM),PRESERVED_SPECIMEN,2,PRESENT,,1938,5,2,US,Ohio,Paulding,one mile north of junction, Paulding, Ohio, USA,,,,,,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
ROM,Birds,Ornithology Collection Non Passeriformes - Royal Ontario Museum,PRESERVED_SPECIMEN,,PRESENT,,1938,6,8,CA,Ontario,Simcoe County,Penetanguishene,,,,,,,,,COORDINATE_REPROJECTED,,Scolopax minor,CAN
ROM,Birds,Ornithology Collection Non Passeriformes - Royal Ontario Museum,PRESERVED_SPECIMEN,,PRESENT,,1938,6,26,CA,Ontario,Peel RM,Port Credit, Mississauga,,,,,,,,COORDINATE_REPROJECTED,,Scolopax minor,CAN
ROM,Birds,Ornithology Collection Non Passeriformes - Royal Ontario Museum,PRESERVED_SPECIMEN,,PRESENT,,1938,6,26,CA,Ontario,Peel RM,Erindale, Mississauga,,,,,,,,COORDINATE_REPROJECTED,,Scolopax minor,CAN
ROM,Birds,Ornithology Collection Non Passeriformes - Royal Ontario Museum,PRESERVED_SPECIMEN,,PRESENT,,1938,4,16,CA,Ontario,Prince Edward County,Bloomfield,,,,,,,,,COORDINATE_REPROJECTED,,Scolopax minor,CAN
ROM,Birds,Ornithology Collection Non Passeriformes - Royal Ontario Museum,PRESERVED_SPECIMEN,,PRESENT,,1938,4,11,CA,Ontario,Toronto,Toronto, Bay St at Grenville Sts,,,,,,,,,,Scolopax minor,CAN
CM,Birds,CM Birds Collection,PRESERVED_SPECIMEN,1,PRESENT,SOURCE: H.J.CLEMENT.,1938,11,5,US,Pennsylvania,Forest,Pigeon,,,,,,,,,,,Scolopax minor,
CM,Birds,CM Birds Collection,PRESERVED_SPECIMEN,1,PRESENT,SOURCE: J.B.SEMPLE.,1938,10,1,US,Pennsylvania,Allegheny,SEWICKLEY (4 MI N),,,,,,,,,,,Scolopax minor,
NTSRV,SD-NHP,NatureServe Network Species Occurrence Data,UNKNOWN,,PRESENT,,1938,5,12,US,South Dakota,Roberts,,,,,,,,,,,,Scolopax minor,
PMNS,BIRDS,Perot Museum of Nature and Science,PRESERVED_SPECIMEN,1,PRESENT,,1938,12,15,US,Texas,,East Texas,,,,,,,,,,,Scolopax minor,
USNM,Birds,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1,PRESENT,,1938,6,10,US,Virginia,Highland,Middle Mountain,,,,,,,,,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,,Scolopax minor,
UCM,Bird specimens,UCM Bird Collection (Arctos),PRESERVED_SPECIMEN,1,PRESENT,,1938,11,21,US,Virginia,Fairfax County,Clifton, 2.10 mi NW Fairfax Co. -Little Rocky Run, Alt 380 ft,,,,,,,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,,Scolopax minor,
YPM,VZ,"Vertebrate Zoology Division - Ornithology, Yale Peabody Museum",PRESERVED_SPECIMEN,1,PRESENT,ORN number 1062; male; original catalog number 13575,1937,6,30,US,Connecticut,Middlesex County,,,,,,,,,,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
UMMZ,birds,"University of Michigan Museum of Zoology, Division of Birds",PRESERVED_SPECIMEN,,PRESENT,Janet Hinshaw,1937,9,18,US,Michigan,Washtenaw,Dixboro, 2 mi SE,,,,,,,,COORDINATE_ROUNDED,,Scolopax minor,USA
CUMV,Bird,CUMV Bird Collection,PRESERVED_SPECIMEN,,PRESENT,Taken from weasel.,1937,5,2,US,New York,Queens,Bayside,,,,,,,,,,,Scolopax minor,
UBCBBM,CTC,Cowan Tetrapod Collection - Birds,PRESERVED_SPECIMEN,1,PRESENT,,1937,11,4,CA,Nova Scotia,,Wolfville; 16 km S,,,,,,,,,,,Scolopax minor,CAN
ROM,Birds,Ornithology Collection Non Passeriformes - Royal Ontario Museum,PRESERVED_SPECIMEN,,PRESENT,,1937,11,8,CA,Nova Scotia,Kings County,Wolfville,,,,,,,,,COORDINATE_ROUNDED,,Scolopax minor,CAN
ROM,Birds,Ornithology Collection Non Passeriformes - Royal Ontario Museum,PRESERVED_SPECIMEN,,PRESENT,,1937,11,8,CA,Nova Scotia,Kings County,Wolfville,,,,,,,,,COORDINATE_ROUNDED,,Scolopax minor,CAN
ROM,Birds,Ornithology Collection Non Passeriformes - Royal Ontario Museum,PRESERVED_SPECIMEN,,PRESENT,,1937,11,8,CA,Nova Scotia,Kings County,Wolfville,,,,,,,,,COORDINATE_ROUNDED,,Scolopax minor,CAN
ROM,Birds,Ornithology Collection Non Passeriformes - Royal Ontario Museum,PRESERVED_SPECIMEN,,PRESENT,,1937,11,8,CA,Nova Scotia,Kings County,Wolfville,,,,,,,,,COORDINATE_ROUNDED,,Scolopax minor,CAN
ROM,Birds,Ornithology Collection Non Passeriformes - Royal Ontario Museum,PRESERVED_SPECIMEN,,PRESENT,,1937,11,8,CA,Nova Scotia,Kings County,Wolfville,,,,,,,,,COORDINATE_ROUNDED,,Scolopax minor,CAN
ROM,Birds,Ornithology Collection Non Passeriformes - Royal Ontario Museum,PRESERVED_SPECIMEN,,PRESENT,,1937,11,8,CA,Nova Scotia,Kings County,Wolfville,,,,,,,,,COORDINATE_ROUNDED,,Scolopax minor,CAN
ROM,Birds,Ornithology Collection Non Passeriformes - Royal Ontario Museum,PRESERVED_SPECIMEN,,PRESENT,,1937,11,8,CA,Nova Scotia,Kings County,Wolfville,,,,,,,,,COORDINATE_ROUNDED,,Scolopax minor,CAN
BCPM,Royal British Columbia Museum,Royal British Columbia Museum,UNKNOWN,,PRESENT,,1937,11,2,CA,Nova Scotia,,40 miles west, Wolfville, Nova Scotia,,,,,,,BASIS_OF_RECORD_INVALID;COUNTRY_COORDINATE_MISMATCH;GEODETIC_DATUM_ASSUMED_WGS84;ZERO_COORDINATE,,Scolopax minor,
CMNH,Birds,CMNH Birds Collection,PRESERVED_SPECIMEN,,PRESENT,,1937,4,20,US,Ohio,Cuyahoga,Cleveland,,,,,,,,,,,Scolopax minor,
NBM,Aves,NBM birds,UNKNOWN,,PRESENT,,1937,6,9,CA,Ontario,Middlesex,1.6 km south of London at Saunders Pond (The Ponds),,,,,,,,,BASIS_OF_RECORD_INVALID;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
ROM,Birds,Ornithology Collection Non Passeriformes - Royal Ontario Museum,PRESERVED_SPECIMEN,,PRESENT,,1937,4,16,CA,Ontario,Simcoe County,Vespra Twp,,,,,,,,,COORDINATE_REPROJECTED,,Scolopax minor,CAN
ROM,Birds,Ornithology Collection Non Passeriformes - Royal Ontario Museum,PRESERVED_SPECIMEN,,PRESENT,,1937,11,6,CA,Ontario,Prince Edward County,2.5 mi NE Hillier,,,,,,,,,COORDINATE_REPROJECTED,,Scolopax minor,CAN
USNM,Birds,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1,PRESENT,,1937,10,6,US,Pennsylvania,,Sewickley,,,,,,,,,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,,Scolopax minor,
CMN,CMNAV,Canadian Museum of Nature Bird Collection,PRESERVED_SPECIMEN,1,PRESENT,,1937,6,21,CA,Qu̩bec (Prov.),Mun. R̩g. de Ct̩ des Collines-de-l'Outaouais,LOCNM: Quyon,,,,,,,,,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"Ohio State University - Bird Division, Columbus, OH (OSUM)",Birds,Ohio State University Tetrapod Division - Bird Collection (OSUM),PRESERVED_SPECIMEN,1,PRESENT,,1937,10,27,,,,World,,,,,,,,,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;GEODETIC_DATUM_ASSUMED_WGS84;ZERO_COORDINATE,,Scolopax minor,
"Ohio State University - Bird Division, Columbus, OH (OSUM)",Birds,Ohio State University Tetrapod Division - Bird Collection (OSUM),PRESERVED_SPECIMEN,1,PRESENT,,1937,10,27,,,,World,,,,,,,,,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;GEODETIC_DATUM_ASSUMED_WGS84;ZERO_COORDINATE,,Scolopax minor,
YPM,VZ,"Vertebrate Zoology Division - Ornithology, Yale Peabody Museum",PRESERVED_SPECIMEN,1,PRESENT,eggs also; ORN number 133359; other: ORN.133358,1936,6,5,US,Connecticut,New London County,,,,,,,,,,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
YPM,VZ,"Vertebrate Zoology Division - Ornithology, Yale Peabody Museum",PRESERVED_SPECIMEN,3,PRESENT,nest also; ORN number 133358; other: ORN.133359,1936,6,5,US,Connecticut,New London County,,,,,,,,,,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;GEODETIC_DATUM_ASSUMED_WGS84,StillImage;StillImage,Scolopax minor,USA
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,1936,6,25,US,Illinois,Cook Co,Chicago,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
KU,Birds,KUBI Ornithology Collection,PRESERVED_SPECIMEN,,PRESENT,,1936,11,12,US,Kansas,Douglas,N/A,,,,,,,,,COORDINATE_ROUNDED,,Scolopax minor,USA
MCZ,Orn,"Museum of Comparative Zoology, Harvard University",PRESERVED_SPECIMEN,1,PRESENT,sex: female,1936,3,27,US,Massachusetts,Barnstable,Wellfleet,,,,,,,,,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,,Scolopax minor,USA
UMMZ,birds,"University of Michigan Museum of Zoology, Division of Birds",PRESERVED_SPECIMEN,,PRESENT,Janet Hinshaw,1936,4,16,US,Michigan,Jackson,Portage Lake,,,,,,,,,COORDINATE_ROUNDED,,Scolopax minor,USA
UMMZ,birds,"University of Michigan Museum of Zoology, Division of Birds",PRESERVED_SPECIMEN,,PRESENT,Janet Hinshaw,1936,4,16,US,Michigan,Jackson,Portage Lake,,,,,,,,,COORDINATE_ROUNDED,,Scolopax minor,USA
USNM,Birds,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1,PRESENT,,1936,6,6,US,North Carolina,Buncombe,Ashville,,,,,,,,,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,1936,10,30,CA,Nova Scotia,,Aylesfrd, 3 mi S,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,1936,10,22,CA,Nova Scotia,Kings Co,Stony Hill,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
MVZ,Bird specimens,MVZ Bird Collection (Arctos),PRESERVED_SPECIMEN,1,PRESENT,,1936,11,3,CA,Nova Scotia,Kings County,Wolfville,,,,,,,,,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COORDINATE_REPROJECTED,,Scolopax minor,CAN
ROM,Birds,Ornithology Collection Non Passeriformes - Royal Ontario Museum,PRESERVED_SPECIMEN,,PRESENT,,1936,,,CA,Nova Scotia,Annapolis County,Bear River,,,,,,,,,COORDINATE_ROUNDED,,Scolopax minor,CAN
