month,day,year,time_observed_at,description,place_guess,latitude,longitude,positional_accuracy,place_county_name,place_state_name
11,16,2019,2019-11-16 17:35:31 UTC,,"Jefferson National Forest, Newport, VA, US",37.35459586,-80.53852272,199,Giles,Virginia
10,24,2019,2019-10-24 13:55:17 UTC,Almost stepped on it. Distinct flight sound as it flew away. ,"Page County, Shenandoah National Park, Shenandoah, US-VA, US",38.50564273,-78.44267505,9,Page,Virginia
3,9,2019,,Taking during woodcock walk 2019,"Groveton, VA, USA",38.75754494,-77.11700041,308,Fairfax,Virginia
3,1,2020,2020-03-01 15:23:00 UTC,,"Giles County, VA, USA",37.35709378,-80.53883433,46,Giles,Virginia
3,4,2020,2020-03-05 00:02:00 UTC,,"Grayson County, VA, USA",36.69929,-81.49295167,5,Grayson,Virginia
3,3,2020,2020-03-03 23:45:00 UTC,Heard two calling in my field.  Flushed 1.  Frequently see at least 1 roosting overnight along the edge of my side yard next to the taller grasses of the field,20000 Russwood Road,37.2482234,-77.46945206,263,Chesterfield,Virginia
3,11,2020,2020-03-11 21:29:11 UTC,"Startled me as I was making my way around the yard. Walked, somewhat slowly through leaf litter to underneath a shrub","Stephens Rd, Virginia Beach, VA, US",36.88745982,-76.03109184,84,,Virginia
3,13,2020,2020-03-13 23:50:00 UTC,Full mating display observed. At least 4 other individuals heard calling on ground in area. At least one other completing full aerial display.,"Happy Creek, VA, USA",38.89283786,-78.16901643,60,Warren,Virginia
3,17,2020,2020-03-17 15:41:38 UTC,,"Waynesboro, VA, US",38.05076667,-78.83460333,8,Augusta,Virginia
3,12,2020,2020-03-13 05:45:00 UTC,lekking song and flight display,Clifton Institute,38.782051,-77.796676,25,Fauquier,Virginia
3,26,2020,2020-03-26 23:05:00 UTC,,"Warren County, VA, USA",38.89180136,-78.16819462,15,Warren,Virginia
3,25,2020,2020-03-25 22:47:00 UTC,,"Warren County, VA, USA",38.89208428,-78.16848009,15,Warren,Virginia
3,24,2020,2020-03-24 23:02:00 UTC,,"Warren County, VA, USA",38.89198933,-78.16854576,8,Warren,Virginia
3,27,2020,2020-03-27 22:46:00 UTC,,"Warren County, VA, USA",38.89181009,-78.16786152,31,Warren,Virginia
3,31,2009,2009-03-31 12:20:00 UTC,Found in the morning by my coworker - they sent me this photo because they knew I'd know what it was. It apparently was killed by a window strike overnight while migrating. :(,"901 N Stuart St, Arlington, VA 22203, USA",38.8815077,-77.1112588,177,Arlington,Virginia
4,28,2020,2020-04-28 18:33:28 UTC,,"Bluff Mountain Rd, Madison, VA, US",38.42524667,-78.42167,5,Madison,Virginia
5,4,2020,2020-05-04 04:01:14 UTC,,"Grubby Rd, Wilsons, VA, US",37.1069055,-77.79566167,10,Dinwiddie,Virginia
3,20,2020,2020-03-20 16:12:00 UTC,,"Lorton, VA, USA",38.705525,-77.24513889,5,Fairfax,Virginia
4,23,2020,2020-04-23 15:28:00 UTC,,"Northumberland County, VA, USA",37.71226158,-76.32302733,15,Northumberland,Virginia
7,21,2020,2020-07-21 20:43:00 UTC,,"Fauquier County, VA, USA",38.78174308,-77.80034878,8,Fauquier,Virginia
7,30,2020,2020-07-30 18:36:33 UTC,,"20187, Warrenton, VA, US",38.78182492,-77.80068506,52,Fauquier,Virginia
7,30,2020,2020-07-30 15:03:00 UTC,,Country Club Area Ellett,37.21668059,-80.35490376,2478,Montgomery,Virginia
3,4,2017,,,"Albemarle County, VA, USA",38.09415788,-78.49447538,44,Albemarle,Virginia
10,25,2009,2009-10-25 17:35:00 UTC,,"Skidmore Fork, Rockingham County, VA, USA",38.55522781,-79.15629109,257,Rockingham,Virginia
3,12,2011,2011-03-12 17:41:00 UTC,"My first sighting of an American Woodcock, on a day when I took Nate to Green Bottom just to see the flooding.","Gwinn, West Virginia, United States",38.585973,-82.252675,,Cabell,West Virginia
4,1,2016,,,"1061 Tyrone Rd, Morgantown, WV 26508, USA",39.6278264,-79.8674243,189,Monongalia,West Virginia
5,12,2014,2014-05-12 10:47:00 UTC,,"Randolph County, WV, USA",38.93034686,-79.95446473,4,Randolph,West Virginia
3,10,2018,2018-03-10 19:27:00 UTC,,"Randolph County, WV, USA",38.91986907,-79.75666877,8,Randolph,West Virginia
4,6,2018,,,"Nicholas County, WV, USA",38.20781518,-80.94353199,31,Nicholas,West Virginia
4,9,2016,,came across 3 chicks with adult nearby.  the chicks settled in place and the adult tried to lure me away.  took quick photo and moved on.,"Ritchie County, WV, USA",39.12601389,-80.97313611,10,Ritchie,West Virginia
11,17,2018,2018-11-17 19:08:00 UTC,,"Davis, WV 26260, USA",39.12567667,-79.46921654,4,Tucker,West Virginia
,,,,,"114a Shortline Hwy, New Martinsville, WV 26155, USA",39.61404696,-80.83141733,1052,Wetzel,West Virginia
3,26,2020,2020-03-26 15:42:00 UTC,,"Randolph County, WV, USA",38.932544,-79.95672413,2,Randolph,West Virginia
3,29,2014,2014-03-29 16:32:00 UTC,,"Braxton County, WV, USA",38.64233433,-80.60127146,488,Braxton,West Virginia
5,6,2015,2015-05-06 12:32:00 UTC,,"Braxton County, WV, USA",38.63637091,-80.66820358,122,Braxton,West Virginia
5,13,2020,2020-05-14 02:25:00 UTC,,Kimsey Run Lake,38.95826129,-78.81931194,73,Hardy,West Virginia
6,22,2020,2020-06-22 11:21:55 UTC,,"Monongahela National Forest, Bartow, WV, US",38.54145533,-79.77803343,60,Pocahontas,West Virginia
7,16,2020,2020-07-16 14:49:49 UTC,,"Taylor County, US-WV, US",39.407076,-79.91589797,,Taylor,West Virginia
4,7,2013,,"Hiking through an old farmstead at Devil's Lake State Park, we flushed 2 of them out of the brush. ",Devil's Lake State Park,43.41726813,-89.6866956,,Sauk,Wisconsin
4,24,2013,,Heard woodcocks while burning breaks in the evening at ICF.,"Baraboo, WI",43.550072,-89.745383,96,Sauk,Wisconsin
4,30,2014,,"I bent down to pick several ticks off of my pants, and there she was. This is a 1x photo...she was probably two feet from where I stood. ",Lulu Lake State Natural Area,42.833367,-88.457279,,Walworth,Wisconsin
6,21,2014,2014-06-21 16:55:58 UTC,"Dorothy Lake State Natural Area, Chippewa Co., WI","Wisconsin, United States",45.222766,-91.302956,,Chippewa,Wisconsin
4,29,2015,2015-04-29 15:59:08 UTC,,South Fork Barrens State Natural Area,44.73187636,-90.95124053,,Eau Claire,Wisconsin
5,19,2015,2015-05-19 17:36:18 UTC,,Lower Chippewa River State Natural Area,44.76144408,-91.65001678,,Dunn,Wisconsin
4,21,2017,2017-04-22 01:56:26 UTC,,"Lake Tomahawk, WI",45.79115295,-89.54766846,,Oneida,Wisconsin
8,11,2017,2017-08-12 01:49:06 UTC,,"Ashland County, US-WI, US",46.83865833,-90.638895,,Ashland,Wisconsin
7,8,2012,,See http://www.planetscott.com/speciesdetail/2968/american-woodcock-(scolopax-minor) for more info,Route 53 Driveby,46.482599,-91.823558,,Douglas,Wisconsin
4,16,2018,2018-04-16 22:02:22 UTC,I believe it’s some sort of sandpiper due to the long beak. It’s a bit lost and possibly injured.  ,"Wisconsin, US",43.23795147,-87.90095477,76,Ozaukee,Wisconsin
4,16,2018,2018-04-16 12:20:00 UTC,Found bird under over hang near door way on 1st level terrace south west side of building. Where tallest part of building meets shorter part of building. ,"1220 Linden Dr, Madison, WI 53706, USA",43.07552625,-89.40694682,129,Dane,Wisconsin
4,20,2018,2018-04-20 11:34:03 UTC,,"650 W Washington Ave, Madison, WI, US",43.06892564,-89.39636935,48,Dane,Wisconsin
4,22,2018,2018-04-22 18:50:10 UTC,"We startled it and it startled us! No photo. It flew up from the dried leaf litter and swiftly fluttered away. Looked like a grouse, but slightly smaller with a long straight beak.","Pleasant Springs, WI, USA",42.97338343,-89.22639093,10,Dane,Wisconsin
4,4,2018,2018-04-04 22:14:56 UTC,Warming in sun where ground softer,"351 W Wilson St, Madison, WI, US",43.06927783,-89.38531333,8,Dane,Wisconsin
5,22,2018,2018-05-22 19:19:52 UTC,,"Chequamegon-Nicolet National Forest, Long Lake, WI, US",45.88201167,-88.87304667,5,Forest,Wisconsin
6,5,2018,2018-06-05 18:44:28 UTC,,"Danbury, WI  54830, Danbury, WI, US",46.10897783,-92.252175,8,Burnett,Wisconsin
6,16,2018,2018-06-16 19:11:52 UTC,,"Winnebago County, US-WI, US",43.98,-88.69648,5,Winnebago,Wisconsin
6,19,2018,2018-06-19 18:33:10 UTC,,"W4577–W4651 Audubon Rd, Shell Lake, WI, US",45.716705,-91.77142167,12,Washburn,Wisconsin
4,1,2015,,,"Ellison Bay, WI 54210, USA",45.22768507,-86.99543707,2104,Door,Wisconsin
7,17,2018,2018-07-17 18:12:47 UTC,,"Marinette County, US-WI, US",44.97962,-87.75596667,5,Marinette,Wisconsin
8,21,2018,2018-08-21 20:03:00 UTC,,"Wisconsin, US",44.31744716,-89.35549608,,Waushara,Wisconsin
6,8,2018,2018-06-08 20:28:47 UTC,,"Chambers Island, Gibraltar, WI, US",45.18026254,-87.36170758,53,Door,Wisconsin
3,26,2019,2019-03-27 00:36:00 UTC,,"Adams County, WI, USA",43.92046462,-89.90034095,15,Adams,Wisconsin
4,13,2019,2019-04-13 16:49:55 UTC,,"106 W 1st St, Merrill, WI, US",45.18003286,-89.70070743,22,Lincoln,Wisconsin
3,23,2019,,,UW Arboretum,43.04228945,-89.42768645,769,Dane,Wisconsin
4,24,2019,2019-04-24 21:41:19 UTC,Ground was open with short grasses and smaller balsams under a canopy of red pine and jack pine. Creek only 100ft away down the hill. ,"Wisconsin, US",45.72833044,-89.35516314,7,Oneida,Wisconsin
5,6,2019,2019-05-07 01:44:00 UTC,calling and skydancing at sunset,"3320, S Monroe Ave, Green Bay, WI 54301, USA",44.4446691,-88.0103267,117,Brown,Wisconsin
5,13,2019,2019-05-13 18:19:58 UTC,,"Old 38 Rd, Amberg, WI, US",45.46801209,-87.9862588,50,Marinette,Wisconsin
11,3,2019,2019-11-03 11:23:20 UTC,,"Madison, WI 53704, USA",43.15637988,-89.3163128,7,Dane,Wisconsin
10,26,2019,2019-10-26 18:44:00 UTC,,"Sheltered Valley/Pine River Rd, Forest County, WI, USA",45.8128744,-89.01356917,453,Forest,Wisconsin
3,25,2020,2020-03-26 00:30:00 UTC,"Flight and ground displays from sandy open knoll. At least three present in the area. This individual displaying here for over a week now. First recording includes landing and ground display, second is snippet of ground display followed by takeoff.","Sauk County, WI, USA",43.33800756,-89.95257416,15,Sauk,Wisconsin
3,26,2020,2020-03-27 00:39:00 UTC,"Peents and sky dance of bird using mowed trail and recently (December) -burned prairie adjacent to shrub swamp and marsh. Different territory than observation from a few hundred meters SW. On this night, I watch once as a second AMWO flies low near to where this one is peenting, then both fly up twittering with one following the other until they split directions and only one (the chaser) returns to peent from same spot on ground.","Sauk County, WI, USA",43.34098357,-89.95243253,15,Sauk,Wisconsin
3,30,2020,2020-03-31 00:57:00 UTC,Peenting and dancing from usual location.,"Sauk County, WI, USA",43.34092316,-89.9524472,8,Sauk,Wisconsin
3,31,2020,2020-03-31 17:56:14 UTC,"Eggs of a ground nesting bird, found on the edge of a hardwood forest next to a small creek. Caught a glimpse of the bird, it made a whistling noise as it flew away.","Ludington, WI, USA",44.84632075,-91.13562081,193,Eau Claire,Wisconsin
3,31,2020,2020-03-31 22:55:37 UTC,,"Cana Island, Sturgeon Bay, WI, US",44.83197595,-87.3736728,10,Door,Wisconsin
4,2,2020,2020-04-02 23:39:12 UTC,Could only a picture of it's back side towards me. Slowly walked away as I approached.,"Grand Rapids, WI 54494, USA",44.345675,-89.76517222,,Wood,Wisconsin
4,3,2020,2020-04-03 15:06:47 UTC,,"Falk Park, Oak Creek, WI, US",42.908455,-87.94143667,5,Milwaukee,Wisconsin
3,26,2020,2020-03-26 13:49:15 UTC,,"St. Croix County, US-WI, US",44.99893902,-92.71950672,5,St. Croix,Wisconsin
3,31,2014,2014-03-31 17:46:00 UTC,,"Downer Woods, Milwaukee, WI 53211, USA",43.07854899,-87.88458596,135,Milwaukee,Wisconsin
4,19,2020,2020-04-20 01:27:00 UTC,"A stunning photo of an American woodcock ;) 
Displaying","Rock County, WI, USA",42.79580101,-88.87771133,31,Rock,Wisconsin
4,26,2020,2020-04-26 13:20:27 UTC,,"Mequon, WI 53092, USA",43.2135368,-87.9035186,,Ozaukee,Wisconsin
5,12,2020,2020-05-12 09:40:44 UTC,,"Fourth Ave, Pleasant Prairie, WI, US",42.52826238,-87.81703508,15,Kenosha,Wisconsin
6,9,2018,2018-06-09 17:56:00 UTC,,"Vernon County, WI, USA",43.58880617,-91.04110132,15,Vernon,Wisconsin
4,21,2016,2016-04-21 01:17:39 UTC,,"Wisconsin, US",42.9071151,-87.80449171,84,Racine,Wisconsin
7,8,2020,2020-07-08 15:30:23 UTC,,"Shady Lane Rd, Saukville, WI, US",43.42631667,-88.00241945,5,Ozaukee,Wisconsin
7,17,2020,2020-07-17 23:11:51 UTC,,"32nd St, New Lisbon, WI, US",43.9520115,-90.07469386,27,Juneau,Wisconsin
7,28,2020,2020-07-28 17:40:40 UTC,,"Hayward, WI, US",45.98726667,-91.30136167,10,Sawyer,Wisconsin
8,7,2020,2020-08-07 12:27:28 UTC,,"Birchwood, WI, US",45.72351007,-91.67693608,112,Washburn,Wisconsin
10,1,2020,2020-10-01 18:53:00 UTC,,Northwestern Mutual,43.03984542,-87.90147103,8,Milwaukee,Wisconsin
7,5,2010,,"A lone male who liked to hang out on the station road at 4am. Up to no good, I'm sure.","Algonquin Provincial Park, Ontario",45.59404134,-78.53096008,,,
4,6,2012,,,"Marshfield, MA n river sanctuary",,,,,
4,20,2013,2013-04-20 17:14:50 UTC,,,43.2368459,-79.89028582,9,Hamilton,
4,8,2014,2014-04-08 23:48:33 UTC,Calling at dusk,"Massachusetts, US",,,10,,
4,4,2015,,(2) present,,,,,,
5,13,2015,,*call from field,Killarney Ontario Canada,45.974933,-81.515159,126,,
5,20,2015,2015-05-20 20:40:08 UTC,,"Leelanau County, US-MI, US",,,5,,
6,22,2015,,,"Amhurst Island, Kingston, Ontario",44.139873,-76.722108,10077,Lennox and Addington,
4,10,2014,,,"Point Wolfe Road, Fundy National Park",45.591561,-64.954133,10,Albert,
,,,,10/26/2013,,,,,,
10,26,2013,,,"Green-wood Cemetery, Brooklyn, NY",,,,,
7,2,2015,2015-07-03 01:24:38 UTC,track and probing,"Greater Sudbury, CA-ON, CA",46.37965308,-81.37094119,9,Greater Sudbury,
5,21,2015,,male that was peenting (courtship display) at 20:18 hrs (EST) at Autumn Hills Resort.  ,,,,,,
6,1,2015,2015-06-01 14:16:52 UTC,"The mother flushed and flew a short distance away, 2 young (that I can find) in the photo","Albert, CA.NB, CAN",45.571455,-65.037137,50,Albert,
3,23,2016,2016-03-23 14:33:52 UTC,,"Pt Wolfe Rd near golf course, Fundy National Park",45.591584,-64.95418,2,Albert,
3,26,2016,2016-03-26 20:30:00 UTC,,Laurel Creek Conservation Area,43.492412,-80.568881,,Regional Municipality of Waterloo,
3,29,2016,2016-03-29 18:09:45 UTC,Appeared to be on a nest. Would not move.,,,,172,,
5,6,2016,2016-05-06 18:28:22 UTC,,"Fundy National Park, Alma, NB, CA",45.58075093,-64.98949343,5,Albert,
5,18,2016,,Heard peenting in open grassy area near restroom in campground just after dusk.,Bon Echo Provincial Park,44.8982,-77.1972,100,Frontenac,
,,,,,Moss Rock Preserve  ,,,,,
8,5,2016,2016-08-05 17:58:00 UTC,one seen resting on sand bar next to brook.                               ,"Annapolis County, NS, Canada",44.773951,-65.405217,,Annapolis,
,,,,,,,,,,
5,15,2010,2010-05-15 10:15:00 UTC,Early brood crossing the road.,"Division No. 14, MB R0C, Canada",50.24111,-97.95183,30,Division No. 14,
4,9,2015,2015-04-09 17:40:00 UTC,along a forestry trail in Sandilands Prov Forest.,"Division No. 1, MB, Canada",49.61865,-96.35408,20,Division No. 1,
11,20,2016,,it flew out when I was near it,,,,,,
11,27,2016,,,,,,,,
5,12,2008,,,"Algoma District, ON, Canada",46.36410685,-83.4784986,1167,,
5,12,2008,,chick,"Algoma District, ON, Canada",46.36526585,-83.4757109,1189,,
6,14,2012,2012-06-14 13:43:00 UTC,OLYMPUS DIGITAL CAMERA         ,"Témiscamingue Regional County Municipality, QC, Canada",46.34852662,-77.91864214,3637,Témiscamingue,
4,14,2016,,9:00 PM,"Division No. 1, CA-MB, CA",50.0139263,-96.25851444,21,Division No. 1,
4,4,2015,,,"Tommy Thompson Park, Toronto, ON, Canada",43.63137,-79.326374,2000,Lake Ontario,
4,10,2015,,,Hamilton--Confederation Park,43.25,-79.75,,Hamilton,
4,15,2015,,,Stoney Creek--10th Road East,43.18,-79.66,,Hamilton,
5,18,2015,,,"Tommy Thompson Park, Toronto, ON, Canada",43.63137,-79.326374,2000,Lake Ontario,
5,20,2015,,,Hamilton--McMaster Forest,43.24,-79.95,,Hamilton,
5,23,2015,,,"stakeout Lark Bunting, Valens (2015)",43.35,-80.12,,Hamilton,
5,13,2016,,,Point Pelee National Park,41.95,-82.51,,Essex,
8,1,2016,,,Puslinch--Gore Road Lafarge 2000 Trail,43.41,-80.07,,Hamilton,
3,18,2017,2017-03-18 22:08:00 UTC,OLYMPUS DIGITAL CAMERA,,,,174,,
3,25,2017,2017-03-25 17:54:00 UTC,,"Essex, ON, Canada",42.1726977,-82.818899,1886,Essex,
3,29,2017,2017-03-30 00:15:00 UTC,Heard and confirmed visually. There may have been a second woodcock in the same park ,"639 Stirling Avenue South Kitchener, ON N2M 3J9",43.43273799,-80.49474411,1032,Regional Municipality of Waterloo,
3,28,2017,2017-03-28 23:35:00 UTC,Entry created with ebird-to-inaturalist script: https://github.com/BrandonEdwards/ebird-to-inaturalist. Original eBird Checklist can be viewed at: http://ebird.org/ebird/view/checklist/S35504377. Species Comments: At least 4 males displaying and peent-ing,Guelph--University of Guelph (Arboretum),43.5392072,-80.215765,,Wellington,
4,4,2017,2017-04-04 11:46:00 UTC,"My FOY (First of Year), even though they have been back for a couple of weeks now. Saw this one shortly after arriving in the morning. Over lunch hour, I managed to flush another eleven in the area around HQ without being able to photograph any of them. Also seen were 15 000 to 20 000 Robins.",Fundy National Park Visitors Reception Centre native garden,45.595756,-64.950519,5,Albert,
4,5,2017,2017-04-05 16:25:36 UTC,"Five more sightings today, although likely only three different individuals. This was the only one I managed to photograph.","Pt Wolfe Rd near golf course, Fundy National Park",45.591661,-64.953325,11,Albert,
3,30,2016,2016-03-30 16:12:00 UTC,,"Greenbelt, Ottawa, ON, Canada",45.40934888,-75.54278612,61,Ottawa,
5,26,2017,2017-05-27 00:40:00 UTC,,"Saint-Hippolyte, QC, Canada",45.98814221,-74.00573287,183,La Rivière-du-Nord,
5,14,2017,2017-05-14 18:29:00 UTC,,"Algoma District, ON, Canada",46.780088,-84.211553,3,,
7,10,2016,2016-07-10 12:05:00 UTC,Feeding near vernal pond,"Oakville, ON, Canada",43.4072722,-79.76271629,200,Halton,
4,13,2010,2010-04-13 09:40:00 UTC,,"Norfolk County, ON, Canada",42.58310602,-80.39756298,122,Lake Erie,
6,11,2017,2017-06-11 11:45:00 UTC,Adult with 3 or more chicks hiding in grass.,"Nobel, ON P0G 1G0, Canada",45.3540924,-80.1921647,183,,
5,26,2017,2017-05-26 13:25:00 UTC,,"Norfolk County, ON, Canada",42.58115255,-80.40187061,15,Lake Erie,
6,17,2017,,,Trout River Natural Area,46.698501,-64.156583,,Prince,
5,18,2017,2017-05-18 14:07:00 UTC,chick,"Annapolis County, NS, Canada",44.42250172,-65.20250559,61,Annapolis,
7,9,2017,2017-07-09 15:30:07 UTC,Flushed from under a pair of large firs.,"101–125 Duncan St, Drummond/North Elmsley, ON, CA",44.90253599,-76.09539105,305,Lanark,
7,12,2017,2017-07-12 12:22:00 UTC,,"Norfolk County, ON, Canada",42.55083056,-80.10500556,,Norfolk County and surrounding,
6,18,2017,2017-06-18 12:00:00 UTC,,St. Williams Forest ,42.70078,-80.46064,,Haldimand-Norfolk,
7,15,2017,2017-07-15 14:55:14 UTC,,"Kejimkujik National Park, Queens, NS, CA",44.38233022,-65.20396203,5,Queens,
6,18,2017,2017-06-18 12:00:00 UTC,Observed by David Agro,357 North-South Walsingham Townline Road (Concession 7),42.67,-80.58,,Haldimand-Norfolk,
3,26,2014,2014-03-26 22:36:00 UTC,,"Malden, Windsor, ON N9E, Canada",42.2558298,-83.0482198,621,Essex,
6,7,2017,,,Caughey-Taylor Nature Preserve,45.16156,-67.045569,2996,Charlotte,
8,6,2017,2017-08-06 11:59:42 UTC,,"665 Myrtle Rd W, Whitby, ON L0B, Canada",44.00249863,-78.99250031,,Durham,
8,5,2017,2017-08-05 17:30:00 UTC,,"Frontenac County, ON, Canada",44.89733423,-77.19749451,100,Frontenac,
6,17,2017,2017-06-17 16:00:00 UTC,"""Observed by Mark Read""",Landons Bay,44.358532,-76.067573,,Leeds and Grenville,
7,8,2017,,,Nobleton,43.885381,-79.625627,,York,
4,22,2016,2016-04-22 13:06:00 UTC,,"Harwich, Chatham-Kent, ON, Canada",42.28446654,-81.84325218,454,Chatham-Kent,
3,13,2017,2017-03-13 21:37:00 UTC,,"Halton Hills, ON, Canada",43.72227974,-79.95847464,24,Halton,
9,29,2017,2017-09-29 12:46:00 UTC,,"Norfolk County, ON, Canada",42.58114688,-80.39460182,117,Haldimand-Norfolk,
3,20,2017,2017-03-20 04:00:00 UTC,Douro Eighth Line yard,Douro Eighth Line yard,44.339911,-78.247698,31,Peterborough,
4,3,2014,2014-04-03 03:00:00 UTC,"Seen on side of road
Observer: Lesley Ng","Thunder Bay District, ON, Canada",48.49110438,-88.71595144,31,,
3,11,2015,2015-03-11 22:58:00 UTC,"American Woodcock.  Only saw them one year, in 2015.  They were here too early, in the winter, no worms yet, so many starved and were killed by crows.  We tried to save them by putting out wet dog food but it was too late.  Haven't seen them since.","Halifax Regional Municipality, NS, Canada",44.513,-63.937,10,Halifax,
5,7,2013,2013-05-08 00:00:00 UTC,,"Harwich, Chatham-Kent, ON, Canada",42.2985712,-81.8598175,2071,Lake Erie,
,,,,,"Parry Sound District, ON, Canada",45.48510898,-79.45878983,122,,
3,21,2014,2014-03-21 19:18:00 UTC,,"Owl Woods, Amherst Island, Lennox and Addington County, ON, Canada",44.17436896,-76.65427208,500,Lennox and Addington,
5,6,2015,2015-05-06 15:20:00 UTC,Nestling,"Tweed, ON, Canada",44.4712456,-77.31381655,31,Hastings,
5,3,2014,2014-05-04 00:56:00 UTC,,"Rondeau PP, Campsite, Chatham-Kent, ON, Canada",42.31917251,-81.84501171,300,Lake Erie,
5,18,2013,2013-05-19 03:31:00 UTC,,"Quesnel Lake area, MB, Canada",51.02709589,-95.7433176,444,Division No. 19,
9,2,2015,2015-09-02 12:40:00 UTC,,"Big Sandy Bay, Wolfe Island, Frontenac County, ON, Canada",44.1138956,-76.43978119,2000,Frontenac,
10,21,2017,2017-10-21 17:01:35 UTC,,,,,,,
10,21,2017,2017-10-21 16:47:00 UTC,,"Pierrefonds, Montréal, QC, Canada",45.46596994,-73.93352509,932,Communauté-Urbaine-de-Montréal,
4,7,2013,,,"Confederation Park A, Hamilton, ON, Canada",43.251161,-79.7582125,1517,Hamilton,
5,10,2017,2017-05-10 12:40:00 UTC,,"Waterloo Regional Municipality, ON, Canada",43.37623889,-80.35047778,,Regional Municipality of Waterloo,
4,26,1980,,,"Inverness Ave E, Hamilton, ON, Canada",43.2405862,-79.8653967,185,Hamilton,
4,19,2014,,,"Malden, Windsor, ON, Canada",42.27030686,-83.06661844,31,Essex,
12,20,2017,2017-12-20 18:30:00 UTC,,,,,15,,
7,23,2006,2006-07-23 19:45:00 UTC,,"Larose Forest, Clarence-Rockland, ON, Canada",45.39054578,-75.16656875,275,Prescott and Russell,
5,13,2017,2017-05-13 19:47:00 UTC,,"Leamington, ON, Canada",42.04122934,-82.51369312,2,Essex,
3,10,2018,2018-03-10 23:35:00 UTC,,"Kilally Meadows ESA, London, ON, Canada",43.03049273,-81.24007637,14,Middlesex,
3,13,2018,2018-03-13 11:44:00 UTC,"My first thought was Ruffed Grouse, but I followed the tracks and flushed an ","Norfolk County, ON, Canada",42.61281006,-80.45621283,2,Haldimand-Norfolk,
4,26,2017,2017-04-26 16:50:00 UTC,"Eggshells, length about 45 mm, American Woodcock are known to frequent this area (https://www.inaturalist.org/observations/8645701).","Tweed, ON, Canada",44.47155185,-77.31405258,15,Hastings,
3,28,2018,,approx. 10 p.m.,"Ontario, CA",43.34282786,-79.96158835,185,Halton,
3,28,2018,2018-03-29 02:30:00 UTC,"Observed/heard in a field beside King Forest, where Mountain Brow Road meets King Road.  ","Mountainbrow Road/King Road, Flamborough, Hamilton, ON, Canada",43.34137853,-79.87036949,404,Hamilton,
3,28,2018,,Probably at least a half dozen calling from the fields,"Mountain Brow Rd, Flamborough, ON, Canada",43.33816368,-79.87215042,200,Hamilton,
3,31,2018,2018-03-31 12:08:00 UTC,"The woodcock flew across our path about 2 m in front of us and landed on the slope in the bushy area as shown.  We crept up to the edge of the slope and spotted it on the ground a few meters away, clearly observing its long bill and barred head.  It flushed again and landed at the bottom of the hill in the open with dogs rushing about many metres from it.","Trinity - Bellwoods, Toronto, ON, Canada",43.64812102,-79.41359997,0,Toronto,
5,29,2016,2016-05-29 14:21:00 UTC,,"Greenbelt, Ottawa, ON, Canada",45.40857678,-75.56505919,83,Ottawa,
1,8,2018,2018-01-08 14:14:00 UTC,,"Cape Sable Island, Nova Scotia B0W, Canada",43.466167,-65.592977,1298,Shelburne,
4,8,2018,2018-04-09 00:22:00 UTC,Was on gravel road. Rotated 360 degrees on this position on the road repeatedly calling.,"Stormont, Dundas and Glengarry United Counties, ON, Canada",45.03518106,-75.1834023,8,"Stormont, Dundas and Glengarry",
4,10,2018,2018-04-10 15:22:00 UTC,,"Tweed, ON, Canada",44.49427832,-77.28571773,15,Hastings,
4,9,2018,2018-04-10 00:56:00 UTC,displaying male and female,"Peterborough, ON, Canada",44.35406306,-78.28814936,61,Peterborough,
4,9,2018,2018-04-10 01:15:00 UTC,displaying male and female,"Peterborough, ON, Canada",44.35034995,-78.28862143,61,Peterborough,
4,9,2018,2018-04-10 01:40:00 UTC,displaying males,"Peterborough, ON, Canada",44.34471232,-78.28580832,31,Peterborough,
4,12,2018,2018-04-12 09:54:00 UTC,,"Huntsville, ON, Canada",45.34099075,-79.19036096,153,Muskoka,
4,12,2018,2018-04-13 02:48:16 UTC,"Heard it early this morning and again tonight. Male, flying up in circles, dropping to the ground and then making the ""MEEEEEP!"" Call.","387 Talbot St, Tay, ON, CA",44.74625553,-79.80731372,10,Simcoe,
4,11,2018,2018-04-12 00:26:00 UTC,At least five individuals heard peenting and doing flight calls in the fields. ,"East Gwillimbury, ON, Canada",44.09543998,-79.34028511,244,York,
4,11,2018,2018-04-12 00:30:00 UTC,Heard 5 individuals making repeated peent and flight chirping calls.,"East Gwillimbury, ON, Canada",44.09434184,-79.33983285,2064,York,
4,18,2018,2018-04-18 21:49:38 UTC,,"Parry Sound, CA-ON, CA",45.46403376,-79.89461676,5,,
4,18,2018,2018-04-18 22:09:00 UTC,,"Kawartha Lakes, ON, Canada",44.73045486,-78.98476839,31,Kawartha Lakes,
4,18,2018,2018-04-18 17:17:57 UTC,,"Orillia, ON, Canada",44.58179867,-79.44924619,734,Simcoe,
4,19,2018,2018-04-19 20:30:00 UTC,,"Whitchurch-Stouffville, ON, Canada",44.06825983,-79.30115808,4128,York,
4,21,2018,2018-04-22 00:43:14 UTC,FINALLY. Record late season first.,"101–139 Centre Dr, Drummond/North Elmsley, ON, CA",44.90219937,-76.09776435,73,Lanark,
4,22,2018,2018-04-22 19:10:00 UTC,Nest and eggs. Bird flew off nest when I was walking through a woodlot.,"Greenbelt, Ottawa, ON, Canada",45.4119893,-75.57774067,163,Ottawa,
